seg_word,count
M.1495024354,1
M.1496490429,1
M.1496564872,1
M.1496736013,1
M.1496803257,1
M.1497012174,1
M.1497151400,1
M.1497368708,1
M.1497439460,1
M.1497532337,1
M.1497641751,1
M.1497758677,1
M.1497876377,1
M.1497978022,1
M.1495198939,1
M.1494692378,1
M.1502333415,1
M.1492956882,1
M.1491727900,1
M.1491791985,1
M.1491827854,1
M.1491913276,1
M.1491920561,1
M.1491997946,1
M.1492227543,1
M.1492240005,1
M.1492328466,1
M.1492435439,1
M.1492521175,1
M.1492605672,1
M.1492695996,1
M.1493035808,1
M.1494683915,1
M.1493036580,1
M.1493042501,1
M.1493126605,1
M.1493207784,1
M.1493293368,1
M.1493381341,1
M.1493440182,1
M.1493903559,1
M.1494038983,1
M.1494246698,1
M.1494428357,1
M.1494506003,1
M.1494669957,1
M.1498124726,1
M.1498133546,1
M.1498199736,1
M.1501246700,1
M.1500179929,1
M.1500198824,1
M.1500294982,1
M.1500470305,1
M.1500640640,1
M.1500729930,1
M.1500732472,1
M.1500743499,1
M.1500802591,1
M.1500898423,1
M.1500983374,1
M.1501080712,1
M.1501190940,1
M.1501249048,1
M.1498221926,1
M.1501333009,1
M.1501345324,1
M.1501502835,1
M.1501593152,1
M.1501650371,1
M.1501675828,1
M.1501680321,1
M.1501800871,1
M.1501819534,1
M.1501854786,1
M.1501949510,1
M.1502008140,1
M.1502029208,1
M.1500127848,1
M.1500098528,1
M.1500094388,1
M.1500049771,1
M.1498232987,1
M.1498240575,1
M.1498275211,1
M.1498363121,1
M.1498364861,1
M.1498583341,1
M.1498731951,1
M.1498741065,1
M.1498883283,1
M.1498891722,1
M.1498916107,1
M.1498984210,1
M.1499071025,1
M.1499081689,1
M.1499185275,1
M.1499261652,1
M.1499435746,1
M.1499436428,1
M.1499759536,1
M.1499778906,1
M.1499792139,1
M.1499932916,1
M.1499949273,1
M.15,1
M.150,1
M.1500029249,1
M.1500035382,1
M.1508474531,1
M.1508510254,1
M.1516539093,1
M.1514297825,1
M.1514088789,1
M.1514095010,1
M.1514122248,1
M.1514140912,1
M.1514170742,1
M.1514174131,1
M.1514204219,1
M.1514210455,1
M.1514223247,1
M.1514282579,1
M.1514288318,1
M.1514293214,1
M.1514297032,1
M.1514308608,1
M.1514029650,1
M.1514343327,1
M.1514348072,1
M.1514366582,1
M.1514384038,1
M.1514427221,1
M.1514514401,1
M.1514537202,1
M.1514541799,1
M.1514558620,1
M.1514561001,1
M.1514605461,1
M.1514609755,1
M.1514621911,1
M.1514032373,1
M.1514,1
M.1513502459,1
M.1513758988,1
M.1513651937,1
M.1513663649,1
M.1513676703,1
M.1513678601,1
M.1513683863,1
M.1513686193,1
M.1513692764,1
M.1513696915,1
M.1513699483,1
M.1513742527,1
M.1513748482,1
M.1513752884,1
M.1513755108,1
M.1513762655,1
M.1513981379,1
M.1513765328,1
M.1513842151,1
M.1513847613,1
M.1513849451,1
M.1513852978,1
M.1513863237,1
M.1513869071,1
M.1513874644,1
M.1513908374,1
M.1513928822,1
M.1513934350,1
M.1513952196,1
M.1513958401,1
M.1514709639,1
M.1514718838,1
M.1514742246,1
M.1515935705,1
M.1515740168,1
M.1515747520,1
M.1515762853,1
M.1515767895,1
M.1515769084,1
M.1515806105,1
M.1515814226,1
M.1515828743,1
M.1515845842,1
M.1515858284,1
M.1515919313,1
M.1515920197,1
M.1515932551,1
M.1515937945,1
M.1514776920,1
M.1515942636,1
M.1516030666,1
M.1516031387,1
M.1516082900,1
M.1516095954,1
M.1516116400,1
M.1516243472,1
M.1516272490,1
M.1516285710,1
M.1516289047,1
M.1516356828,1
M.1516362859,1
M.1516444701,1
M.1515739871,1
M.1515661679,1
M.1515654676,1
M.1515646352,1
M.1514798815,1
M.1514813929,1
M.1514863053,1
M.1514883859,1
M.1514904861,1
M.1514909237,1
M.1514951367,1
M.1514956677,1
M.1514967159,1
M.1515058095,1
M.1515076333,1
M.1515083428,1
M.1515125144,1
M.1515138070,1
M.1515141797,1
M.1515167544,1
M.1515208413,1
M.1515231096,1
M.1515231828,1
M.1515254601,1
M.1515419500,1
M.1515468963,1
M.1515553666,1
M.1515554403,1
M.1515565786,1
M.1515597114,1
M.1515639142,1
M.1513563511,1
M.1513422116,1
M.1508681437,1
M.1510676235,1
M.1510322271,1
M.1510323483,1
M.1510325800,1
M.1510364531,1
M.1510385993,1
M.1510403737,1
M.1510419575,1
M.1510423553,1
M.1510487298,1
M.1510500779,1
M.1510540954,1
M.1510663923,1
M.1510669557,1
M.1510748375,1
M.1510269767,1
M.1510755329,1
M.1510793157,1
M.1510899641,1
M.1510913705,1
M.1510931297,1
M.1511037136,1
M.1511137060,1
M.1511146254,1
M.1511191073,1
M.1511192037,1
M.1511195492,1
M.1511241726,1
M.1511273352,1
M.1510284774,1
M.1510187196,1
M.1513373347,1
M.1509293531,1
M.1508681546,1
M.1508747755,1
M.1508774444,1
M.1508852746,1
M.1508853702,1
M.1508911791,1
M.1508939867,1
M.1509022127,1
M.1509030022,1
M.1509097048,1
M.1509120574,1
M.1509136800,1
M.1509137101,1
M.1509356864,1
M.1510186945,1
M.1509361682,1
M.1509762117,1
M.1509786713,1
M.1509809302,1
M.1509839266,1
M.1509891404,1
M.1509946111,1
M.1509971423,1
M.1509993224,1
M.1510057895,1
M.1510079387,1
M.1510109979,1
M.1510120097,1
M.1511320096,1
M.1511336648,1
M.1511362095,1
M.1512996202,1
M.1512553110,1
M.1512633140,1
M.1512633946,1
M.1512652517,1
M.1512664220,1
M.1512698526,1
M.1512724434,1
M.1512730519,1
M.1512783907,1
M.1512792461,1
M.1512835473,1
M.1512879104,1
M.1512899925,1
M.1513007333,1
M.1511422548,1
M.1513080799,1
M.1513085723,1
M.1513133096,1
M.1513143400,1
M.1513162493,1
M.1513169924,1
M.1513173530,1
M.1513233124,1
M.1513241432,1
M.1513265682,1
M.15133,1
M.1513317125,1
M.1513326569,1
M.1512535078,1
M.1512483753,1
M.1512477796,1
M.1512461683,1
M.1511452151,1
M.1511454325,1
M.1511494453,1
M.1511544039,1
M.1511628562,1
M.1511633812,1
M.1511639800,1
M.1511703317,1
M.1511787061,1
M.1511832173,1
M.1511854843,1
M.1511867058,1
M.1511868675,1
M.1511873392,1
M.1511941904,1
M.1511962917,1
M.1512093328,1
M.1512109472,1
M.1512117416,1
M.1512144308,1
M.1512192714,1
M.1512199401,1
M.1512218390,1
M.1512266712,1
M.1512303525,1
M.1512353940,1
M.1512433081,1
M.1562689686,1
M.1562768190,1
Powered,1
MBA,1
M.1603291214,1
M.1603333178,1
M.1603724419,1
M.1603798923,1
M.1604578992,1
M05,1
M4QyOs2,1
M5Ni,1
M5UOIIc,1
MAO,1
MARY,1
MATZKA,1
MB,1
MBD,1
M.1602512317,1
MBSR,1
MC,1
MCh,1
MDCC,1
MDF,1
MDFK,1
MDMA,1
ME302C,1
MEALEA,1
MECT,1
MEMS,1
MFFg7z,1
MG,1
M.1602796504,1
M.1602362036,1
MI,1
M.1599981862,1
M.1597070930,1
M.1597134873,1
M.1597227760,1
M.1597329674,1
M.1597413662,1
M.1597512053,1
M.1598775815,1
M.1598884129,1
M.1599053148,1
M.1599228674,1
M.1599479346,1
M.1599800383,1
M.1599906935,1
M.1600081404,1
M.1601924670,1
M.1600249058,1
M.1600275648,1
M.1600347770,1
M.1600507603,1
M.1600689190,1
M.1600693915,1
M.1600754098,1
M.1601075617,1
M.1601224822,1
M.1601301540,1
M.1601370403,1
M.1601867789,1
M.1601917874,1
MGEDTA,1
MII9u,1
M.1562829556,1
Messenger,1
MartinRGB,1
Mase,1
Mask,1
Matter,1
Matthew,1
Maxine,1
MdlvB4i,1
Meditation,1
Mei,1
Melody,1
Melrose,1
Men,1
Merry,1
Metaphysics,1
Marley,1
Method,1
Metis,1
MgH,1
Mian,1
Midazolam,1
Mikiya,1
Mikkelsen,1
MilkyWay,1
Milli,1
Mim,1
Mimi,1
Mind,1
MindMap,1
Martin,1
Marilyn,1
MING,1
MUSIC,1
MINIX,1
MISS,1
MIT,1
MITORI,1
ML6O1G,1
MMORPG,1
MOCCA,1
MONSTER,1
MP3,1
MR,1
MS,1
MTT,1
MUJI,1
MUST,1
Maria,1
Mac,1
Macbook,1
MachineLearning,1
Made,1
Maksim,1
Man,1
Mancina,1
Mangasick,1
Manson,1
MaoMao,1
Maplelatte,1
Marbas,1
Margaery,1
M.1596808180,1
M.1596806033,1
M.1595997740,1
M.1590283247,1
M.1589780211,1
M.1589816821,1
M.1589889148,1
M.1589899827,1
M.1589945552,1
M.1589957884,1
M.1589983163,1
M.1590066440,1
M.1590130468,1
M.1590143521,1
M.1590235094,1
M.1590247709,1
M.1590274288,1
M.1590322476,1
M.1589727917,1
M.1590368064,1
M.1590414190,1
M.1590517833,1
M.1590580558,1
M.1590651659,1
M.1590674245,1
M.1590682941,1
M.1590812110,1
M.1590844832,1
M.1590894364,1
M.1590936996,1
M.1590986438,1
M.1591006125,1
M.1589768603,1
M.1589718408,1
M.1595792521,1
M.1588992261,1
M.1588467668,1
M.1588476732,1
M.1588558857,1
M.1588564071,1
M.1588598305,1
M.1588605272,1
M.1588733745,1
M.1588736934,1
M.1588772703,1
M.1588779968,1
M.1588846147,1
M.1588924785,1
M.1588962153,1
M.1588995234,1
M.1589703831,1
M.1589029946,1
M.1589072147,1
M.1589108121,1
M.1589170464,1
M.1589175223,1
M.1589268627,1
M.1589297130,1
M.1589307241,1
M.1589415963,1
M.1589475949,1
M.1589514017,1
M.1589530640,1
M.1589589,1
M.1591023544,1
M.1591101659,1
M.1591148301,1
M.1594040278,1
M.1593093332,1
M.1593207347,1
M.1593322431,1
M.1593347107,1
M.1593429681,1
M.1593538269,1
M.1593571810,1
M.1593606798,1
M.1593690157,1
M.1593807,1
M.1593816957,1
M.1593878352,1
M.1594038123,1
M.1594088577,1
M.1591161060,1
M.1594106000,1
M.1594206989,1
M.1594211975,1
M.1594374584,1
M.1594473938,1
M.1594480324,1
M.1594651918,1
M.1594998543,1
M.1595041045,1
M.1595072596,1
M.1595153686,1
M.1595223000,1
M.1595496298,1
M.1593087236,1
M.1592996178,1
M.1592968142,1
M.1592960221,1
M.1591195316,1
M.1591243500,1
M.1591272706,1
M.1591363754,1
M.1591366125,1
M.1591367393,1
M.1591445824,1
M.1591498104,1
M.1591611579,1
M.1591619368,1
M.1591791912,1
M.1591861130,1
M.1591944626,1
M.1591954876,1
M.1591971570,1
M.1592023159,1
M.1592206468,1
M.1592283238,1
M.1592306605,1
M.1592377103,1
M.1592396827,1
M.1592671511,1
M.1592825418,1
M.1592856887,1
M.1592886503,1
M.1592914147,1
M.1592928329,1
Minecraft,1
MinecraftPC,1
Minister,1
Over,1
Old,1
Oliver,1
Omitopho,1
On,1
Once,1
Ooh,1
Oops,1
Opy2AmM,1
Ora2,1
Oracle,1
OrcinusOrca,1
Orz12,1
Otz,1
Oxazepam,1
Okay,1
P1,1
P12,1
P2,1
P2M34Qv,1
P3BwFz7,1
P56N,1
PANI,1
PANIC,1
PASS,1
PDF,1
PEAK,1
PERFECT,1
PG,1
Olaf,1
Office,1
Nq4SC6pYTyU,1
OKAY,1
O2,1
O4knb8e,1
O5rmo7b,1
O7OI,1
OAQ09,1
OCD,1
OCHA,1
OD18,1
OD34,1
ODXJUsD,1
OFF,1
OH,1
OK7,1
ONE,1
Oedipus,1
OOOOOO,1
OORwtEr,1
OOXX,1
OOymDH2,1
OPEN,1
OQ,1
ORACLE,1
OSvpM,1
OUT,1
OVA,1
Objective,1
Oc1DRXz,1
Odile,1
PGY,1
PGone,1
PHJCI,1
PiTT,1
PeopleLife,1
Peoplelife,1
Perhaps,1
Permanently,1
Perr,1
Persephone,1
Peter,1
Petrova,1
Pfaueninsel,1
Pheromone,1
Philonis,1
Philostraw,1
Phnom,1
Picasso,1
PHOTOYARD,1
PicsArt,1
Pie,1
Pigeon,1
Pixar,1
Platform,1
Plebe,1
Plus,1
Pm9,1
Podcast,1
Pokemon,1
PolitianPM,1
Polyphemus,1
Post,1
PenTaichung,1
PegLeg,1
Pedialyte,1
Peace,1
PMGO,1
PNP,1
POOL,1
POSE,1
PR98,1
PR99,1
PRAYER,1
PRECIOUS,1
PS2,1
PS3,1
PS4,1
PSE,1
PSP,1
PUBG,1
PUKET,1
PUMA,1
PUMAholic,1
PUSH,1
PZ,1
Pages,1
Pal,1
Paper,1
Parker,1
Pass,1
Patrick,1
PcWt8xY,1
Pd3U,1
Ns,1
Notion,1
MinisterPZ,1
N46,1
MrBear,1
MrPeak,1
Mrvica,1
Ms,1
Msck,1
MvivreQ,1
Mvv,1
MxxxLxxx,1
Myth,1
Mzz,1
N2,1
N3,1
N45,1
N5,1
Moved,1
N8jQ,1
N95,1
NA,1
NAME,1
NARUTO,1
NAT,1
NAYAPUL,1
NBigrVo,1
NC,1
NCBG7Me,1
NDS,1
NERV,1
NEW,1
Movie,1
Mou,1
North,1
Ml7qQpE,1
Minor,1
Mint,1
Minute,1
Minutes,1
Mirawang01,1
Miro,1
Miserable,1
Misery,1
Miss,1
Miuramaki,1
Miuramakii,1
Mizuno,1
MkspmHS,1
MoMo,1
Mothers,1
Mode,1
Model,1
Moises,1
Molly,1
Moment,1
MonchpigKa,1
Money,1
Monster,1
Moon,1
Moran,1
Morning,1
Most,1
MotherHHunter,1
NEX,1
NG,1
NGC,1
Nicole,1
Need,1
Net,1
Network,1
Neu,1
Never,1
NeverSayNever,1
News,1
NewsID,1
Nfcv5OK,1
NfsfcB1,1
Nfy3PFY,1
NhaT,1
Nice,1
NicoleJu,1
NGO,1
Nigel,1
Nighty,1
Nikola,1
Nilsonajin,1
Nina,1
NiuOAO,1
Niubo,1
No.2092448,1
Nobody,1
Nodoff,1
None,1
Norepinephrine,1
NormalPeople,1
NbfiASp,1
Nbbi44b,1
Nature,1
Natsu,1
NGWjelk,1
NH3,1
NIGHTS,1
NISSAN,1
NLJcwbpkiJ0,1
NN,1
NO.3,1
NODOFF,1
NONO,1
NORTH,1
NOTE,1
NOW,1
NPN,1
NPsP7r6,1
NS,1
NTD100,1
NTD180,1
NTR,1
NU2JPQWZupw,1
NVVcr7B,1
NZT,1
Nah,1
Nahaki,1
NanQiao,1
Nance,1
Native,1
NativeScript,1
M.1588415264,1
M.1588377866,1
M.1588371371,1
M.1568888529,1
M.1568390810,1
M.1568440665,1
M.1568518617,1
M.1568530052,1
M.1568558976,1
M.1568597711,1
M.1568606725,1
M.1568623738,1
M.1568706167,1
M.1568716826,1
M.1568774871,1
M.1568820796,1
M.1568883512,1
M.1568958009,1
M.1568309386,1
M.1568984830,1
M.1569034286,1
M.1569040616,1
M.1569109522,1
M.1569148945,1
M.1569295387,1
M.1569341809,1
M.1569382774,1
M.1569486587,1
M.1569556238,1
M.1569641331,1
M.1569722371,1
M.1569747136,1
M.1568347629,1
M.1568297954,1
M.1567494817,1
M.1567909588,1
M.1567612351,1
M.1567614875,1
M.1567648016,1
M.1567656445,1
M.1567743978,1
M.1567749700,1
M.1567759141,1
M.1567766576,1
M.1567833016,1
M.1567835943,1
M.1567858818,1
M.1567860356,1
M.1567865741,1
M.1567955260,1
M.1568285619,1
M.1567960331,1
M.1567964558,1
M.1568029555,1
M.1568041627,1
M.1568096253,1
M.1568168449,1
M.1568194587,1
M.1568195360,1
M.1568199314,1
M.1568252018,1
M.1568258350,1
M.1568268216,1
M.1568284946,1
M.1569857888,1
M.1570110502,1
M.1570154472,1
M.1572128421,1
M.1571751041,1
M.1571809581,1
M.1571832063,1
M.1571838381,1
M.157189479,1
M.1571922627,1
M.1571982495,1
M.1572023033,1
M.1572063654,1
M.1572068879,1
M.1572079464,1
M.1572089718,1
M.1572096736,1
M.1572162037,1
M.1570173344,1
M.1572251691,1
M.1572306616,1
M.1572311979,1
M.1572355407,1
M.1572391952,1
M.1572411013,1
M.1572423247,1
M.1572458071,1
M.1572488402,1
M.1572507193,1
M.1572569095,1
M.1572585250,1
M.1572608729,1
M.1571725838,1
M.1571601286,1
M.1571548087,1
M.1571547211,1
M.1570178591,1
M.1570198274,1
M.1570238866,1
M.1570253632,1
M.1570308654,1
M.1570359432,1
M.1570424788,1
M.1570436512,1
M.1570452827,1
M.1570496772,1
M.1570521162,1
M.1570760285,1
M.1570777149,1
M.1570863894,1
M.1570865213,1
M.1570938492,1
M.1571029501,1
M.1571038497,1
M.1571123071,1
M.1571141311,1
M.1571195915,1
M.1571269889,1
M.1571365159,1
M.1571387476,1
M.1571452853,1
M.1571473171,1
M.1571491541,1
M.1567584378,1
M.1567488712,1
M.1572698631,1
M.1564334744,1
M.1563638807,1
M.1563653919,1
M.1563669166,1
M.1563805901,1
M.1563809289,1
M.1563885486,1
M.1563897862,1
M.1563962129,1
M.1564123150,1
M.1564148918,1
M.1564149420,1
M.1564173212,1
M.1564279361,1
M.1564337228,1
M.1563540551,1
M.1564411730,1
M.1564463475,1
M.1564489433,1
M.1564572537,1
M.1564588864,1
M.1564719375,1
M.1564721581,1
M.1564754643,1
M.1564838437,1
M.1564844474,1
M.1564846280,1
M.1564848590,1
M.1564848931,1
M.1563631911,1
M.1563489930,1
M.1567430858,1
M.1563180638,1
M.1562904685,1
M.1562910861,1
M.1562931541,1
M.1562943812,1
M.1562946985,1
M.1562959324,1
M.1563017239,1
M.1563023258,1
M.1563026890,1
M.1563035957,1
M.1563093337,1
M.1563094923,1
M.1563117076,1
M.1563193923,1
M.1563459679,1
M.1563221528,1
M.1563255703,1
M.1563261175,1
M.1563339727,1
M.1563365158,1
M.1563368185,1
M.1563373310,1
M.1563378941,1
M.1563395562,1
M.1563439192,1
M.1563444078,1
M.1563448527,1
M.1563459024,1
M.1564900924,1
M.1564980491,1
M.1565,1
M.1566729308,1
M.1566210559,1
M.1566275102,1
M.1566309627,1
M.1566354040,1
M.1566461531,1
M.1566467871,1
M.1566470084,1
M.1566554739,1
M.1566564952,1
M.1566569068,1
M.1566575600,1
M.1566716927,1
M.1566725167,1
M.1566817060,1
M.1565011942,1
M.1566823024,1
M.1566824457,1
M.1566984506,1
M.1566988159,1
M.1566995531,1
M.1567128580,1
M.1567159768,1
M.1567215086,1
M.1567234009,1
M.1567257557,1
M.1567351426,1
M.1567425139,1
M.1567428081,1
M.1566210041,1
M.1566045595,1
M.1566032333,1
M.1566031794,1
M.1565055050,1
M.1565071934,1
M.1565074935,1
M.1565098530,1
M.1565100979,1
M.1565101207,1
M.1565180719,1
M.1565194196,1
M.1565239183,1
M.1565281124,1
M.1565350972,1
M.1565432060,1
M.1565444902,1
M.1565502663,1
M.1565511041,1
M.1565578344,1
M.1565593851,1
M.1565611445,1
M.1565699004,1
M.1565710981,1
M.1565761312,1
M.1565774900,1
M.1565778893,1
M.1565841972,1
M.1565883379,1
M.1565915234,1
M.1565951148,1
M.1572645963,1
M.1572698987,1
M.1588355663,1
M.1582619020,1
M.1581596675,1
M.1581659146,1
M.1581748244,1
M.1581763784,1
M.1582002374,1
M.1582096404,1
M.1582182142,1
M.1582256292,1
M.1582375242,1
M.1582479035,1
M.1582507919,1
M.1582574599,1
M.1582607515,1
M.1582689009,1
M.1581434984,1
M.1582731573,1
M.1582742168,1
M.1582804174,1
M.1582853049,1
M.1582888460,1
M.1582896511,1
M.1582910056,1
M.1582975326,1
M.1582986845,1
M.1582992424,1
M.1583117831,1
M.1583136431,1
M.1583218150,1
M.1581571936,1
M.1581418457,1
M.1579161423,1
M.1580103635,1
M.1579193580,1
M.1579235645,1
M.1579245729,1
M.1579262596,1
M.1579305096,1
M.1579410859,1
M.1579418279,1
M.1579489801,1
M.1579585439,1
M.1579777183,1
M.1579878564,1
M.1579939586,1
M.1580021379,1
M.1580180157,1
M.1581386942,1
M.1580187177,1
M.1580219365,1
M.1580371177,1
M.1580458149,1
M.1580527482,1
M.1580601449,1
M.1580611264,1
M.1580712926,1
M.1580813854,1
M.1580844309,1
M.1580987541,1
M.1581146736,1
M.1581236092,1
M.1583249355,1
M.1583255291,1
M.1583557798,1
M.1587627551,1
M.1586912404,1
M.1587050384,1
M.1587125607,1
M.1587176451,1
M.1587191407,1
M.1587239414,1
M.1587260142,1
M.1587322307,1
M.1587386713,1
M.1587402088,1
M.1587438889,1
M.1587447387,1
M.1587570625,1
M.1587635700,1
M.1583598500,1
M.1587654873,1
M.1587922881,1
M.1587953202,1
M.1587955915,1
M.1588010330,1
M.1588119407,1
M.1588140743,1
M.1588165524,1
M.1588190902,1
M.1588227425,1
M.1588227656,1
M.1588252520,1
M.1588286756,1
M.1586891834,1
M.1586888126,1
M.1586868871,1
M.1586857656,1
M.1583638702,1
M.1583651603,1
M.1583722910,1
M.1583779651,1
M.1583924644,1
M.1583926290,1
M.1583944325,1
M.1584254034,1
M.1584732447,1
M.1585065437,1
M.1585069747,1
M.1585155621,1
M.1585812281,1
M.1585899260,1
M.1585917010,1
M.1585918455,1
M.1586010953,1
M.1586106530,1
M.1586221949,1
M.1586268177,1
M.1586288951,1
M.1586416162,1
M.1586579485,1
M.1586606277,1
M.1586670129,1
M.1586730506,1
M.1586753304,1
M.1579187765,1
M.1579090886,1
M.1572756918,1
M.1575196575,1
M.1574750931,1
M.1574772951,1
M.1574830287,1
M.1574839896,1
M.1574949255,1
M.1575016092,1
M.1575032016,1
M.1575038705,1
M.1575093262,1
M.1575095305,1
M.1575120165,1
M.1575166597,1
M.1575176471,1
M.1575199439,1
M.1574655115,1
M.1575202126,1
M.1575210667,1
M.1575351387,1
M.1575354888,1
M.1575356904,1
M.1575520125,1
M.1575524891,1
M.1575535626,1
M.1575621954,1
M.1575702313,1
M.1575718498,1
M.1575790139,1
M.1575819858,1
M.1574695789,1
M.1574521942,1
M.1579016858,1
M.1573637679,1
M.1572778909,1
M.1572853728,1
M.1572864610,1
M.1572922957,1
M.1572944496,1
M.1572951128,1
M.1573004213,1
M.1573008426,1
M.1573029153,1
M.1573039298,1
M.1573103877,1
M.1573200333,1
M.1573386807,1
M.1573655327,1
M.1574485936,1
M.1573688522,1
M.1573787606,1
M.1573792549,1
M.1573824369,1
M.1573890387,1
M.1573916458,1
M.1573992000,1
M.1574054950,1
M.1574260667,1
M.1574263816,1
M.1574343223,1
M.1574404554,1
M.1574436094,1
M.1575866816,1
M.1575895945,1
M.1575966529,1
M.1578039571,1
M.1577351793,1
M.1577364481,1
M.1577369752,1
M.1577430857,1
M.1577520094,1
M.1577532555,1
M.1577597403,1
M.1577715914,1
M.1577782686,1
M.1577790817,1
M.1577867362,1
M.1577943722,1
M.1578039435,1
M.1578308714,1
M.1575982944,1
M.1578384582,1
M.1578455188,1
M.1578488853,1
M.1578493984,1
M.1578554031,1
M.1578623756,1
M.1578678540,1
M.1578728405,1
M.1578828090,1
M.1578842890,1
M.1578901279,1
M.1578914029,1
M.1578925284,1
M.1577348432,1
M.1577330830,1
M.15772,1
M.1577166504,1
M.1576065416,1
M.1576132054,1
M.1576147257,1
M.1576206352,1
M.1576215409,1
M.1576390308,1
M.1576398192,1
M.1576398466,1
M.1576398789,1
M.1576477558,1
M.1576487481,1
M.1576512411,1
M.1576558748,1
M.1576581827,1
M.1576588357,1
M.1576650809,1
M.1576656971,1
M.1576681591,1
M.1576744905,1
M.1576760157,1
M.1576825948,1
M.1576919551,1
M.1576935770,1
M.1577006717,1
M.1577066175,1
M.1577083769,1
M.1577092430,1
取了號,1
取勝,1
取少,1
教育學,1
教國,1
教坊,1
教士,1
教好,1
教學方式,1
教學活動,1
教安親,1
教成,1
教戰,1
教是,1
教會學校,1
教紫斗,1
教育培養,1
教育界,1
教務主任,1
教育費,1
教育體制,1
教規,1
教該,1
教誨,1
教資,1
教资,1
教鼓,1
敝,1
敢做敢當,1
敢問,1
敢嫌,1
敢怒不敢言,1
教務處,1
教出,1
敢演,1
敖,1
救國團,1
救好,1
救急,1
救星,1
救濟,1
救無門,1
救版上,1
救生員,1
救生衣,1
救苦救難,1
救護,1
救還,1
救難,1
敖丙,1
教会,1
敗中,1
敗亡,1
敗仗,1
敗壞,1
敗犬,1
敗筆,1
敗血症,1
敗訴,1
敗走,1
敗陣,1
敘舊,1
教人用,1
教人道,1
敢掛,1
敢環,1
改想成,1
整到,1
敲人,1
敲個門,1
敲字陳林,1
敲死,1
敲痛,1
敲門聲,1
敲開,1
整一,1
整一下,1
整下,1
整个,1
整些,1
整備,1
整包,1
敲下,1
整包煙,1
整口,1
整台,1
整哭,1
整圈,1
整季,1
整家店,1
整層,1
整形手術,1
整房,1
整整齊齊,1
整數,1
整斷,1
敲不開,1
敬鬱者,1
敢衝,1
散過,1
敢談,1
敢請,1
敢開,1
散一地,1
散了架,1
散伙,1
散佈,1
散利,1
散失,1
散布,1
散得,1
散換,1
散漫,1
敦促,1
敬謝不敏,1
敦刻爾克,1
敦實,1
敦煌市,1
敦煌研究院,1
敬仰,1
敬待,1
敬意,1
敬業,1
敬漢卿,1
敬祝,1
敬神,1
敬老,1
敬請,1
救到,1
救出,1
救個,1
放之四海而皆準,1
攻堅,1
攻心,1
攻戰,1
攻氣,1
攻陷,1
攻頂,1
放一放,1
放上,1
放上去,1
放不太下,1
放不松,1
放中,1
放久,1
放二,1
攻勢,1
放人,1
放人要,1
放光,1
放冷箭,1
放出去,1
放前,1
放圖,1
放在眼裏,1
放好,1
放射治療,1
放小,1
放平,1
放床邊,1
攻受,1
改點,1
救人一命,1
改稿,1
改投,1
改掛,1
改明兒,1
改晨,1
改會,1
改服,1
改期,1
改檔,1
改正缺點,1
改版,1
改由,1
改看,1
改真,1
改管,1
改開給,1
改約,1
改組,1
改耶,1
改裝車,1
改訂,1
改讀,1
改變方式,1
改跑,1
改運,1
改運去,1
改過自新,1
改還,1
改都,1
放床頭,1
放得夠,1
放心好了,1
故認,1
政經,1
政署,1
政見,1
政論,1
政黨,1
故且,1
故作姿態,1
故友,1
故名,1
故得證,1
故想,1
故於,1
故祝順,1
故跳過,1
放放,1
故鎖,1
故需,1
效性,1
效更強,1
效期,1
效看,1
效跟,1
敏感性,1
敏感部位,1
敏感點,1
敏特,1
救不起,1
救世,1
政治立場,1
政治家,1
政委,1
政大,1
放於,1
放映廳,1
放毒,1
放涼,1
放淡,1
放滿,1
放炮,1
放爛,1
放牛娃,1
放緩,1
放置,1
放膽,1
放舊,1
放著空,1
放著開,1
放藥,1
放行,1
放該,1
放諸,1
放連,1
放長線釣大魚,1
放開手腳,1
放馬過來,1
放點,1
政務,1
政協,1
政商,1
整束,1
整枝,1
整株,1
斯時,1
斬斷,1
斬獲,1
斬草除根,1
斬釘截鐵,1
斯人也,1
斯便,1
斯內德,1
斯利,1
斯嘉麗式,1
斯對,1
斯拉,1
斯斯,1
斯斯文文,1
斯會,1
斧底,1
斯科拉,1
斯要,1
斯越,1
斯里蘭卡,1
斯高,1
新一,1
新之助,1
新亞,1
新仇舊恨,1
新任,1
新低,1
新作,1
新傷,1
斬成,1
斧,1
文等,1
文都,1
文罵加,1
文翰,1
文耶,1
文華,1
文藝事業,1
文藝性,1
文藝晚會,1
文行,1
文謅,1
文讓,1
文豪,1
文質彬彬,1
文邊,1
文青式,1
斤半,1
文革,1
文體,1
斑塊,1
斑少,1
斑斕,1
料想不到,1
料理店,1
料給,1
斜對面,1
斜川,1
斜度,1
斜立,1
斡旋,1
新出,1
新刻,1
新創,1
新科,1
新添,1
新潮,1
新為,1
新爛,1
新父,1
新爸,1
新生事物,1
新番,1
新的換,1
新的筆,1
新的連,1
新磚,1
新秀,1
新筆,1
新劇,1
新約,1
新紅上,1
新聞媒體,1
新聞稿,1
新聞網,1
新聞聯播,1
新聞記者,1
新聞週刊,1
新聲,1
新能源,1
新臺幣,1
新舊交替,1
新色,1
新海,1
新洲,1
新歡,1
新機,1
新名詞,1
新圖,1
新大陸,1
新奇感,1
新奧爾良,1
新婦,1
新宿,1
新寵,1
